ds,yhat,yhat_lower,yhat_upper,y
2004-02-15 20:32:39,0.0769379152627009,0.0757293093458168,0.0781977160677157,0.0778798213001948
2004-02-15 20:42:39,0.0769332791087039,0.0756248628004455,0.0781260236455948,0.0781242569963203
2004-02-15 20:52:39,0.0769277261167008,0.0757170297284978,0.078231593584357,0.076115889242301
2004-02-15 21:02:39,0.076921452902337,0.0756487417139037,0.0781819876512867,0.0774726101440084
2004-02-15 21:12:39,0.0769146980448807,0.0756895312965145,0.0781527112383862,0.0769306027693986
2004-02-15 21:22:39,0.0769077302235077,0.0756701283434357,0.0781847727139603,0.078450432347219
2004-02-15 21:32:39,0.0770167091514808,0.0757021742294122,0.0782167904849282,0.0771172646902515
2004-02-15 21:42:39,0.0770096711906799,0.0758705521260143,0.0782482503375335,0.0766487311041861
2004-02-15 21:52:39,0.0770026819383614,0.075717042823026,0.0782614725786431,0.0760988801015661
2004-02-15 22:02:39,0.0769960409647323,0.0757057593583104,0.0782117312606462,0.0774715168916211
2004-02-15 22:12:39,0.0769900254662485,0.0757473620188072,0.0782822897918551,0.0780070459868523
2004-02-15 22:22:39,0.0769848784490996,0.0757487629326003,0.0782690938927105,0.0776384177601553
2004-02-15 22:32:39,0.0770489145933094,0.0757539684063535,0.0782601390980785,0.0791845479646073
2004-02-15 22:42:39,0.0770481905923297,0.0758264621424677,0.0783626276801743,0.0775494363857296
2004-02-15 22:52:39,0.0770485118604957,0.0757591521522283,0.0782939956001944,0.0785560800808059
2004-02-15 23:02:39,0.0770498894440144,0.0757393282802685,0.0783707917866675,0.0789837186013168
2004-02-15 23:12:39,0.0770522747969396,0.0757971665768448,0.0782111606387645,0.0790770614621876
2004-02-15 23:22:39,0.0770555606849086,0.0758473183285882,0.0782455110501435,0.0782198587698288
2004-02-15 23:32:39,0.0775090147101982,0.0762640871378707,0.0787733860914114,0.0778173641621507
2004-02-15 23:42:39,0.0775167036766098,0.0763437625548026,0.0787758596983158,0.0775296083941035
2004-02-15 23:52:39,0.0775230124687927,0.0761721740290201,0.0787983036830748,0.0815357074264192
2004-02-16 00:02:39,0.0775277475888915,0.076333978858234,0.0787536992659942,0.0768031732944484
2004-02-16 00:12:39,0.0775307261280659,0.0763112297899175,0.0787171420980739,0.0783151234280247
2004-02-16 00:22:39,0.077531784021235,0.0762994192429086,0.0788127645009183,0.0771442952977545
2004-02-16 00:32:39,0.0777160796328626,0.0765178079144492,0.0790618444072067,0.0783564059527098
2004-02-16 00:42:39,0.077713591685024,0.0764437132702068,0.0789735873116948,0.07741916138236
2004-02-16 00:52:39,0.0777081876159601,0.0765186765917454,0.0790509011805827,0.0755677331864624
2004-02-16 01:02:39,0.0776999066076294,0.0764532177575915,0.0790035539413444,0.0778829455696559
2004-02-16 01:12:39,0.0776888537820201,0.07648218681484,0.0789172748062659,0.0790393577852542
2004-02-16 01:22:39,0.0776752017606662,0.076354228078848,0.0789114543302374,0.0765042715130608
2004-02-16 01:32:39,0.0775873593022314,0.0762954051355764,0.0787704959219454,0.0782216220077225
2004-02-16 01:42:39,0.0775688134513966,0.0762089288041932,0.0788401990552854,0.079623399735497
2004-02-16 01:52:39,0.0775488726939883,0.0762562913164839,0.078879986077017,0.079558130432876
2004-02-16 02:02:39,0.0775279359132049,0.0762230920670103,0.0787663928548075,0.0801101803648925
2004-02-16 02:12:39,0.0775064412901913,0.0762156437210102,0.0787716662311193,0.0779026319168564
2004-02-16 02:22:39,0.0774848570244654,0.0762725957097627,0.0787447521178704,0.0784853663562004
2004-02-16 02:32:39,0.0778794367649306,0.076520545674503,0.0791716576624937,0.07816291687428
2004-02-16 02:42:39,0.0778611133058962,0.0765351563737727,0.0790966835592069,0.0778302353488021
2004-02-16 02:52:39,0.0778426167607045,0.0765623009386333,0.0791742618176435,0.0794637930689612
2004-02-16 03:02:39,0.0778245236433061,0.0765537267946365,0.0790147525474747,0.0771216545280785
2004-02-16 03:12:39,0.0778074111219025,0.0764873938063869,0.0790381531155409,0.0822650755390759
2004-02-16 03:22:39,0.0777918410356832,0.0765037374425361,0.0790997106525099,0.0843273882183638
2004-02-16 03:32:39,0.0784084137035316,0.0770595106035325,0.0796924104160287,0.0842819407083562
2004-02-16 03:42:39,0.0784066983787005,0.0769753464595439,0.0797094793803646,0.0831001348008892
2004-02-16 03:52:39,0.0784054125749345,0.0771115491281222,0.07973176921497,0.0826582925649473
2004-02-16 04:02:39,0.0784049489361479,0.0771446500150651,0.0797676500987144,0.0842701120200517
2004-02-16 04:12:39,0.0784056707113267,0.0770414279975834,0.0797282592230564,0.0859891677455863
2004-02-16 04:22:39,0.0784079001385406,0.0771432120621635,0.0797545074147966,0.0844446989052706
2004-02-16 04:32:39,0.0801058636884429,0.0786397152384913,0.0814865875077215,0.0826780219008342
2004-02-16 04:42:39,0.0801261573277549,0.0786941382635036,0.0815600989118915,0.0836366519843666
2004-02-16 04:52:39,0.0801425400771095,0.0786870788596882,0.0816064349124565,0.0838137711232112
2004-02-16 05:02:39,0.0801554399352565,0.0787835182272395,0.0815916466677633,0.0855173965263669
2004-02-16 05:12:39,0.080165330918131,0.0785721168481959,0.0815835023786148,0.0843029240713675
2004-02-16 05:22:39,0.0801727194025646,0.0786483871717135,0.0815943253467014,0.0869809523324256
2004-02-16 05:32:39,0.0816479133369109,0.0802006923744913,0.0832075624748027,0.0847856706165121
2004-02-16 05:42:39,0.0816715786717428,0.0801978021923,0.0831886507726419,0.0851650121866198
2004-02-16 05:52:39,0.0816893939487327,0.0801822900818845,0.0833046103871281,0.0869927090749497
2004-02-16 06:02:39,0.0817020751800961,0.0801906209677614,0.0831975404173359,0.0869472731713266
2004-02-16 06:12:39,0.0817104111378651,0.0801681215341716,0.0832710470784141,0.0879021377975882
2004-02-16 06:22:39,0.0817152446722707,0.0801533562954191,0.0831586998188359,0.0856485114468556
2004-02-16 06:32:39,0.0833476954339048,0.0817867414065763,0.0848874421160252,0.085448459782852
2004-02-16 06:42:39,0.0833708576670259,0.0817606136831706,0.0850006387107004,0.0866149207092925
2004-02-16 06:52:39,0.0833879563392448,0.0818678705630254,0.0848917304389769,0.0876037081862009
2004-02-16 07:02:39,0.0834001034372977,0.0818426704642342,0.0850137582764329,0.088199914751412
2004-02-16 07:12:39,0.0834084782290217,0.0818843200702793,0.0849151636862463,0.0860556652314855
2004-02-16 07:22:39,0.0834143012250271,0.0819183963985576,0.084941003448839,0.0891760256074566
2004-02-16 07:32:39,0.0851799365433363,0.0835456151725509,0.0867269629460273,0.0856172422672324
2004-02-16 07:42:39,0.0852284026097736,0.0837062681233002,0.0867319378142867,0.0882700771708966
2004-02-16 07:52:39,0.0852739922508158,0.0838067380421596,0.086774830351003,0.0888356806862886
2004-02-16 08:02:39,0.0853178730652465,0.0838421313769743,0.0868811376819994,0.0873070835176898
2004-02-16 08:12:39,0.0853612132196556,0.0839492594773863,0.0868096739069272,0.0874809635874289
2004-02-16 08:22:39,0.0854051556921892,0.0838362261256246,0.0868568806884396,0.0889191847525683
2004-02-16 08:32:39,0.0865803750111995,0.0850505874792586,0.0881725973310091,0.0860672297992372
2004-02-16 08:42:39,0.086659548814503,0.0851499256548906,0.0881044729190405,0.0884911384052032
2004-02-16 08:52:39,0.086739973985997,0.0853149550869436,0.0881950071336061,0.0878505416146947
2004-02-16 09:02:39,0.0868225032382215,0.0852819986229744,0.0883734728921405,0.0869282824817634
2004-02-16 09:12:39,0.0869079146219252,0.0854221091496879,0.088408500300505,0.0867451268210416
2004-02-16 09:22:39,0.0869968939263776,0.0855615916842124,0.0884920050740555,0.0885354411634622
2004-02-16 09:32:39,0.0873965473026141,0.0861299411747988,0.0890171289584054,0.0881380196805479
2004-02-16 09:42:39,0.0875070967246941,0.0861183566183165,0.0890133042215591,0.0899881922795632
2004-02-16 09:52:39,0.0876221648476275,0.0860061547283325,0.0892063109979246,0.0884050303273354
2004-02-16 10:02:39,0.0877419773434518,0.0862467915316701,0.0891852283636362,0.0876486079775061
2004-02-16 10:12:39,0.0878666368137269,0.0863487909666412,0.0893108391420934,0.089520510351115
2004-02-16 10:22:39,0.0879961190285762,0.0864497891659917,0.0894540027163963,0.0891381569035556
2004-02-16 10:32:39,0.0886136818765286,0.0870770881516441,0.0900641038274444,0.0881919035742378
2004-02-16 10:42:39,0.0887644542937656,0.087273817477383,0.0903639731140077,0.0884536185186034
2004-02-16 10:52:39,0.0889182598330335,0.0874327410441791,0.0902922469177581,0.0901525322779497
2004-02-16 11:02:39,0.0890746630238634,0.0876134899596598,0.0905587632702345,0.0907109951593786
2004-02-16 11:12:39,0.0892331492679185,0.0878284079314464,0.0908170579107562,0.0899163318086005
2004-02-16 11:22:39,0.0893931329081149,0.0879797832589106,0.0908638932713006,0.0910298042670943
2004-02-16 11:32:39,0.0899022046624618,0.0883914973605436,0.0914177079708436,0.0901142857775411
2004-02-16 11:42:39,0.0900727575693585,0.0886079879185422,0.0916552033156913,0.0920960610300402
2004-02-16 11:52:39,0.0902422808997533,0.0888488121056195,0.0916802517672454,0.0892103494530408
2004-02-16 12:02:39,0.0904101098985443,0.0889632451498064,0.0919237872120247,0.0897270021171503
2004-02-16 12:12:39,0.0905755849446123,0.0890600715520129,0.0920721064364442,0.0910960788444755
2004-02-16 12:22:39,0.0907380609080737,0.0893182860833498,0.0920968395861995,0.0918190610795926
2004-02-16 12:32:39,0.0911444659533415,0.0896631060944089,0.0927053025142974,0.0898166616861327
2004-02-16 12:42:39,0.0913072080065475,0.0898718040010719,0.0927026460519713,0.0912363811747579
2004-02-16 12:52:39,0.0914651673186792,0.090053119665886,0.0928833266946144,0.0908625593285204
2004-02-16 13:02:39,0.0916179251643555,0.0901573130741871,0.0930536903797381,0.089626422717866
2004-02-16 13:12:39,0.0917651236222938,0.0904522493963997,0.0932139414807769,0.0898262316485682
2004-02-16 13:22:39,0.0919064678510705,0.0903845659282987,0.0934311157576943,0.0914070617621379
2004-02-16 13:32:39,0.091803462983612,0.0903241183546502,0.0932011715525897,0.0919506836252527
2004-02-16 13:42:39,0.0919389854653058,0.0906142890139389,0.0934453551950221,0.0904007166172932
2004-02-16 13:52:39,0.0920697342515022,0.0905696640451435,0.0934180574997004,0.0916045297067032
2004-02-16 14:02:39,0.092195655420817,0.090694838366234,0.0936060709611317,0.0914423453578118
2004-02-16 14:12:39,0.092316735876999,0.0909807641610629,0.0937571549771997,0.0903859270105297
2004-02-16 14:22:39,0.0924330007462405,0.0908619376494538,0.0939051959247105,0.0910136782221044
2004-02-16 14:32:39,0.0923732939100952,0.0908993263726838,0.0938347966136467,0.091115864891915
2004-02-16 14:42:39,0.0924848042365637,0.0910877554680796,0.0939041726600137,0.093167332595089
2004-02-16 14:52:39,0.0925931677941561,0.0911265364198649,0.0940165587026898,0.0919620373273129
2004-02-16 15:02:39,0.092698554971059,0.091221421666601,0.0940611725281984,0.092202406708936
2004-02-16 15:12:39,0.0928011413350949,0.0912780235683519,0.0942010712193851,0.091826053081958
2004-02-16 15:22:39,0.092901105022817,0.0915177797743739,0.094338535184732,0.0934129830359662
2004-02-16 15:32:39,0.0930026200697418,0.0914436854009548,0.0944777864006424,0.0931504906948704
2004-02-16 15:42:39,0.0931049701881407,0.0916004138255111,0.0944673080883066,0.0936107924749933
2004-02-16 15:52:39,0.0932059950047174,0.0918790901919251,0.0946136258410566,0.0945385197441539
