datetime,bearing_1,bearing_2,bearing_3,bearing_4
2004-02-12 10:32:39,0.07418001939277966,0.09094475404601943,0.1094029218822482,0.05410474384748564
2004-02-12 10:42:39,0.07538178912409402,0.09341695366888886,0.10981474018532843,0.05610201777353091
2004-02-12 10:52:39,0.07622761795279193,0.09372015995635952,0.10986372641040704,0.05614637956518815
2004-02-12 11:02:39,0.07872550887324266,0.09294860244994327,0.1106616036702958,0.05680816349624713
2004-02-12 11:12:39,0.07847485144734685,0.09535010980392938,0.10750673459509609,0.05684149766868889
2004-02-12 11:22:39,0.07831070197146664,0.09240366114815973,0.11050952269899188,0.05556722012956321
2004-02-12 11:32:39,0.07863313071819852,0.09391974656515704,0.10739042396477608,0.05627979090230332
2004-02-12 11:42:39,0.07777286911807993,0.0932420290441643,0.10623431702503422,0.05550518777919576
2004-02-12 11:52:39,0.0790285711892363,0.09585974406269075,0.11058659100922218,0.05585455824148404
2004-02-12 12:02:39,0.07571536369604272,0.09474065669426823,0.10977303625324736,0.05546092326560258
2004-02-12 12:12:39,0.07924287367931941,0.0951446089186346,0.10602570430392634,0.05552452960064017
2004-02-12 12:22:39,0.0776391278389345,0.09332898493331716,0.10460279262903394,0.05477077135118676
2004-02-12 12:32:39,0.07740419179014106,0.09438271933913248,0.10442433724516813,0.05469114502198297
2004-02-12 12:42:39,0.07985841455545797,0.09483664357359561,0.10489663585679643,0.05625518016307807
2004-02-12 12:52:39,0.07921703904071835,0.09478123956359678,0.10366524175330528,0.05563183547411157
2004-02-12 13:02:39,0.07866180939836759,0.09463317501989808,0.10472226236095238,0.05632418693499575
2004-02-12 13:12:39,0.07845498036790653,0.09569212359791156,0.10870511888238929,0.05617502887263354
2004-02-12 13:22:39,0.07762448814783218,0.09294026609164079,0.1042178830940249,0.05483076698759214
2004-02-12 13:32:39,0.07782727773993038,0.09496844768123507,0.10523231736124616,0.05562702259561996
2004-02-12 13:42:39,0.07893448896101472,0.09547715002074103,0.1067633708458265,0.05476446956124449
2004-02-12 13:52:39,0.07903025212545685,0.09566744341456652,0.10562043691065792,0.055346324939959037
2004-02-12 14:02:39,0.07936517835135852,0.09608624273674213,0.10640108862107255,0.05524831391312881
2004-02-12 14:12:39,0.07948830599884481,0.09433669685573783,0.10653079092226206,0.054749789320473294
2004-02-12 14:22:39,0.07975488934928082,0.0962535771329797,0.1051848560770377,0.05664795943517551
