ds,y
2004-02-12 10:32:39,0.0741800193927794
2004-02-12 10:42:39,0.0753817891240941
2004-02-12 10:52:39,0.0762276179527917
2004-02-12 11:02:39,0.0787255088732422
2004-02-12 11:12:39,0.0784748514473464
2004-02-12 11:22:39,0.0783107019714664
2004-02-12 11:32:39,0.0786331307181981
2004-02-12 11:42:39,0.0777728691180796
2004-02-12 11:52:39,0.0790285711892358
2004-02-12 12:02:39,0.0757153636960425
2004-02-12 12:12:39,0.0792428736793189
2004-02-12 12:22:39,0.0776391278389344
2004-02-12 12:32:39,0.0774041917901407
2004-02-12 12:42:39,0.0798584145554574
2004-02-12 12:52:39,0.0792170390407179
2004-02-12 13:02:39,0.0786618093983674
2004-02-12 13:12:39,0.0784549803679061
2004-02-12 13:22:39,0.0776244881478319
2004-02-12 13:32:39,0.0778272777399301
2004-02-12 13:42:39,0.0789344889610143
2004-02-12 13:52:39,0.0790302521254565
2004-02-12 14:02:39,0.0793651783513582
2004-02-12 14:12:39,0.0794883059988445
2004-02-12 14:22:39,0.0797548893492804
2004-02-12 14:32:39,0.0793828581365402
2004-02-12 14:42:39,0.0775926785265583
2004-02-12 14:52:39,0.0777428936781806
2004-02-12 15:02:39,0.0774955132126637
2004-02-12 15:12:39,0.0782814240209351
2004-02-12 15:22:39,0.0788619548344359
2004-02-12 15:32:39,0.0785842161460955
2004-02-12 15:42:39,0.0802328752641825
2004-02-12 15:52:39,0.0774218627474861
2004-02-12 16:02:39,0.0790136043065433
2004-02-12 16:12:39,0.0782364018032369
2004-02-12 16:22:39,0.0781306133585697
2004-02-12 16:32:39,0.0768636961416753
2004-02-12 16:42:39,0.0798647695489579
2004-02-12 16:52:39,0.0774300763241673
2004-02-12 17:02:39,0.0784607619550107
2004-02-12 17:12:39,0.0785978716070806
2004-02-12 17:22:39,0.0786627998229167
2004-02-12 17:32:39,0.077630364924295
2004-02-12 17:42:39,0.0782106449009909
2004-02-12 17:52:39,0.0780902429203379
2004-02-12 18:02:39,0.0764835117825313
2004-02-12 18:12:39,0.0789059418767695
2004-02-12 18:22:39,0.0773218215960184
2004-02-12 18:32:39,0.0782483719028988
2004-02-12 18:42:39,0.0769702390289686
2004-02-12 18:52:39,0.0784791494804135
2004-02-12 19:02:39,0.0785413305994658
2004-02-12 19:12:39,0.0793826975883297
2004-02-12 19:22:39,0.0769123430986462
2004-02-12 19:32:39,0.076629666681473
2004-02-12 19:42:39,0.0783410750453408
2004-02-12 19:52:39,0.0773809505901426
2004-02-12 20:02:39,0.0774252369563059
2004-02-12 20:12:39,0.0759959582041207
2004-02-12 20:22:39,0.0781273211774909
2004-02-12 20:32:39,0.0786596323448873
2004-02-12 20:42:39,0.0771220929915914
2004-02-12 20:52:39,0.0793022605463434
2004-02-12 21:02:39,0.0769428074287666
2004-02-12 21:12:39,0.0772004638378433
2004-02-12 21:22:39,0.0769952024115415
2004-02-12 21:32:39,0.0774479475475313
2004-02-12 21:42:39,0.0766423423127664
2004-02-12 21:52:39,0.0769575260355755
2004-02-12 22:02:39,0.077326562293905
2004-02-12 22:12:39,0.0757747731820656
2004-02-12 22:22:39,0.0766889148293163
2004-02-12 22:32:39,0.0774015390163636
2004-02-12 22:42:39,0.0779563887365931
2004-02-12 22:52:39,0.0788209039479058
2004-02-12 23:02:39,0.077562037565878
2004-02-12 23:12:39,0.0768910206976025
2004-02-12 23:22:39,0.0782481846891593
2004-02-12 23:32:39,0.0767271571439395
2004-02-12 23:42:39,0.0773840060276422
2004-02-12 23:52:39,0.0769847801822284
2004-02-13 00:02:39,0.074824450375155
2004-02-13 00:12:39,0.0773369662449091
2004-02-13 00:22:39,0.0767949231886468
2004-02-13 00:32:39,0.0777235372307523
2004-02-13 00:42:39,0.0773601995135282
2004-02-13 00:52:39,0.0768936317076851
2004-02-13 01:02:39,0.0749227165012205
2004-02-13 01:12:39,0.0776321459541947
2004-02-13 01:22:39,0.077782278607497
2004-02-13 01:32:39,0.0785910034764347
2004-02-13 01:42:39,0.0759905327165949
2004-02-13 01:52:39,0.0767127527080618
2004-02-13 02:02:39,0.0750398390210473
2004-02-13 02:12:39,0.0782479257094145
2004-02-13 02:22:39,0.0774521544082009
2004-02-13 02:32:39,0.0783173384271666
2004-02-13 02:42:39,0.0765615818426496
2004-02-13 02:52:39,0.077680425452374
2004-02-13 03:02:39,0.0757171059329776
2004-02-13 03:12:39,0.0779481009437957
2004-02-13 03:22:39,0.076594190083763
2004-02-13 03:32:39,0.0764015521936338
2004-02-13 03:42:39,0.0766336409645704
2004-02-13 03:52:39,0.0772828796594147
2004-02-13 04:02:39,0.0776415250144072
2004-02-13 04:12:39,0.076822272206109
2004-02-13 04:22:39,0.0760635690488684
2004-02-13 04:32:39,0.0760420645166598
2004-02-13 04:42:39,0.0773615111561915
2004-02-13 04:52:39,0.0765042054519142
2004-02-13 05:02:39,0.0762754619200548
2004-02-13 05:12:39,0.0779775453761516
2004-02-13 05:22:39,0.0760659157330369
2004-02-13 05:32:39,0.0768053072860594
2004-02-13 05:42:39,0.0755125969779778
2004-02-13 05:52:39,0.0789501743864209
2004-02-13 06:02:39,0.0772170368179211
2004-02-13 06:12:39,0.0777600760369028
2004-02-13 06:22:39,0.0772751979838836
2004-02-13 06:32:39,0.0766918825933086
2004-02-13 06:42:39,0.078125951451797
2004-02-13 06:52:39,0.0778181061790845
2004-02-13 07:02:39,0.0791828311446578
2004-02-13 07:12:39,0.0763880669624291
2004-02-13 07:22:39,0.0771367729573422
2004-02-13 07:32:39,0.0761860901224168
2004-02-13 07:42:39,0.0763504296313251
2004-02-13 07:52:39,0.0763538917987298
2004-02-13 08:02:39,0.0749703012638039
2004-02-13 08:12:39,0.0759966045974896
2004-02-13 08:22:39,0.0763727651573272
2004-02-13 08:32:39,0.0761604310029121
2004-02-13 08:42:39,0.0767510184553106
2004-02-13 08:52:39,0.0777563194669836
2004-02-13 09:02:39,0.0782909909979992
2004-02-13 09:12:39,0.0777122940374476
2004-02-13 09:22:39,0.0764747042470087
2004-02-13 09:32:39,0.0778059424836925
2004-02-13 09:42:39,0.0752142734006625
2004-02-13 09:52:39,0.0767828142648725
2004-02-13 10:02:39,0.0774084420318465
2004-02-13 10:12:39,0.07658399861071
2004-02-13 10:22:39,0.0767764677953424
2004-02-13 10:32:39,0.0759127189956837
2004-02-13 10:42:39,0.0758822471683857
2004-02-13 10:52:39,0.0760588064472843
2004-02-13 11:02:39,0.0756265677709888
2004-02-13 11:12:39,0.0762127961845046
2004-02-13 11:22:39,0.0768030455010238
2004-02-13 11:32:39,0.0751597475107596
2004-02-13 11:42:39,0.0789377564479556
2004-02-13 11:52:39,0.0769234029561842
2004-02-13 12:02:39,0.0764881975054625
2004-02-13 12:12:39,0.0765088828869141
2004-02-13 12:22:39,0.0774003769403314
2004-02-13 12:32:39,0.0784819714629989
2004-02-13 12:42:39,0.0790476729348552
2004-02-13 12:52:39,0.076683668909334
2004-02-13 13:02:39,0.0773131171402213
2004-02-13 13:12:39,0.0765138417981877
2004-02-13 13:22:39,0.0785293072195809
2004-02-13 13:32:39,0.0769552059057849
2004-02-13 13:42:39,0.0773641640401468
2004-02-13 13:52:39,0.0761696976685102
2004-02-13 14:02:39,0.0776240767410906
2004-02-13 14:12:39,0.0772552692683045
2004-02-13 14:22:39,0.0776819256100332
2004-02-13 14:32:39,0.077819010394807
2004-02-13 14:42:39,0.0772828019429051
2004-02-13 14:52:39,0.0763881049973565
2004-02-13 15:02:39,0.0781855955588885
2004-02-13 15:12:39,0.0761628647818342
2004-02-13 15:22:39,0.0753444093384213
2004-02-13 15:32:39,0.0768925102193853
2004-02-13 15:42:39,0.0754849138268052
2004-02-13 15:52:39,0.0782625133580502
2004-02-13 16:02:39,0.075468240311198
2004-02-13 16:12:39,0.0755616798340838
2004-02-13 16:22:39,0.07667660957668
2004-02-13 16:32:39,0.0767456037166208
2004-02-13 16:42:39,0.0761212576839113
2004-02-13 16:52:39,0.0751636497702805
2004-02-13 17:02:39,0.0780932512226113
2004-02-13 17:12:39,0.076356622217926
2004-02-13 17:22:39,0.0778596892337652
2004-02-13 17:32:39,0.0766114471452098
2004-02-13 17:42:39,0.079000972586499
2004-02-13 17:52:39,0.0753916790422653
2004-02-13 18:02:39,0.0772311866047907
2004-02-13 18:12:39,0.0753104229030862
2004-02-13 18:22:39,0.0781341188242349
2004-02-13 18:32:39,0.077439727353766
2004-02-13 18:42:39,0.0776101823054188
2004-02-13 18:52:39,0.0777392562512542
2004-02-13 19:02:39,0.0765752912705246
2004-02-13 19:12:39,0.0761823687493832
2004-02-13 19:22:39,0.0752750069817813
2004-02-13 19:32:39,0.0765374531676454
2004-02-13 19:42:39,0.0766060416639249
2004-02-13 19:52:39,0.0786431888959533
2004-02-13 20:02:39,0.0770287260060095
2004-02-13 20:12:39,0.0765478760195962
2004-02-13 20:22:39,0.0774120950030192
2004-02-13 20:32:39,0.0758906868940056
2004-02-13 20:42:39,0.0756454040872892
2004-02-13 20:52:39,0.0758953654668108
2004-02-13 21:02:39,0.0772177804932132
2004-02-13 21:12:39,0.0766960987728257
2004-02-13 21:22:39,0.0766940231833641
2004-02-13 21:32:39,0.0764453526258
2004-02-13 21:42:39,0.0780611174874021
2004-02-13 21:52:39,0.077339909456919
2004-02-13 22:02:39,0.076949464132474
2004-02-13 22:12:39,0.0789173104692115
2004-02-13 22:22:39,0.0774788384574224
2004-02-13 22:32:39,0.0768843084420579
2004-02-13 22:42:39,0.0774276738635225
2004-02-13 22:52:39,0.0776373510574185
2004-02-13 23:02:39,0.0784532634541656
2004-02-13 23:12:39,0.0774642759505149
2004-02-13 23:22:39,0.0770251407542899
2004-02-13 23:32:39,0.0760262787996266
2004-02-13 23:42:39,0.0773976369710445
2004-02-13 23:52:39,0.0775637049564965
2004-02-14 00:02:39,0.0770051130821389
2004-02-14 00:12:39,0.076337921095466
2004-02-14 00:22:39,0.076423050773863
2004-02-14 00:32:39,0.0782179453511145
2004-02-14 00:42:39,0.0776220935916159
2004-02-14 00:52:39,0.077172611042468
2004-02-14 01:02:39,0.0778548486597778
2004-02-14 01:12:39,0.0761469970159596
2004-02-14 01:22:39,0.078116613051454
2004-02-14 01:32:39,0.0764674021207024
2004-02-14 01:42:39,0.0778492268691677
2004-02-14 01:52:39,0.0780973173426711
2004-02-14 02:02:39,0.078535203024922
2004-02-14 02:12:39,0.0774024414743409
2004-02-14 02:22:39,0.0770843304040928
2004-02-14 02:32:39,0.0778550869951602
2004-02-14 02:42:39,0.0761875607389304
2004-02-14 02:52:39,0.0769001043949861
2004-02-14 03:02:39,0.0756645325783959
2004-02-14 03:12:39,0.0770927306913276
2004-02-14 03:22:39,0.0781232988095458
2004-02-14 03:32:39,0.0761670778693769
2004-02-14 03:42:39,0.077315215583169
2004-02-14 03:52:39,0.0758758427489727
2004-02-14 04:02:39,0.0762020846369234
2004-02-14 04:12:39,0.0757601841227656
2004-02-14 04:22:39,0.0760941190683287
2004-02-14 04:32:39,0.0786199916128533
2004-02-14 04:42:39,0.0765481751979053
2004-02-14 04:52:39,0.0765506572483384
2004-02-14 05:02:39,0.0769534514059331
2004-02-14 05:12:39,0.0766629577582344
2004-02-14 05:22:39,0.0771811358483809
2004-02-14 05:32:39,0.0754854455693115
2004-02-14 05:42:39,0.0784904548434913
2004-02-14 05:52:39,0.0774485525046951
2004-02-14 06:02:39,0.0774398446381129
2004-02-14 06:12:39,0.0772486142638421
2004-02-14 06:22:39,0.0756470662792165
2004-02-14 06:32:39,0.0761509163352239
2004-02-14 06:42:39,0.0785872900433351
2004-02-14 06:52:39,0.077902617813526
2004-02-14 07:02:39,0.0777054101598074
2004-02-14 07:12:39,0.0778607936552939
2004-02-14 07:22:39,0.0757151815053378
2004-02-14 07:32:39,0.0763933708940666
2004-02-14 07:42:39,0.0773589099413369
2004-02-14 07:52:39,0.0784237420339974
2004-02-14 08:02:39,0.0762814554292484
2004-02-14 08:12:39,0.0782249585980296
2004-02-14 08:22:39,0.0782603863439644
2004-02-14 08:32:39,0.0788324851868715
2004-02-14 08:42:39,0.0769739990713347
2004-02-14 08:52:39,0.0786873866612131
2004-02-14 09:02:39,0.0762921334314146
2004-02-14 09:12:39,0.0775828819360961
2004-02-14 09:22:39,0.0768982543402778
2004-02-14 09:32:39,0.0768006650712002
2004-02-14 09:42:39,0.0776291581534607
2004-02-14 09:52:39,0.0780656009310941
2004-02-14 10:02:39,0.0761468969783382
2004-02-14 10:12:39,0.0777512466792259
2004-02-14 10:22:39,0.0760563321007512
2004-02-14 10:32:39,0.0769177273716706
2004-02-14 10:42:39,0.076260325452665
2004-02-14 10:52:39,0.0775032644083139
2004-02-14 11:02:39,0.0768958997185485
2004-02-14 11:12:39,0.0776549290280009
2004-02-14 11:22:39,0.0769899621394116
2004-02-14 11:32:39,0.0781385721449928
2004-02-14 11:42:39,0.0765371057786018
2004-02-14 11:52:39,0.078449424925279
2004-02-14 12:02:39,0.0778143586858889
2004-02-14 12:12:39,0.0772994242305613
2004-02-14 12:22:39,0.0781238875988971
2004-02-14 12:32:39,0.0792346246193004
2004-02-14 12:42:39,0.075382012282575
2004-02-14 12:52:39,0.0769535116877851
2004-02-14 13:02:39,0.0762063503417772
2004-02-14 13:12:39,0.0785508367044557
2004-02-14 13:22:39,0.0770394991413533
2004-02-14 13:32:39,0.0778370708600865
2004-02-14 13:42:39,0.0770243638379433
2004-02-14 13:52:39,0.0760556688800219
2004-02-14 14:02:39,0.0776441783934913
2004-02-14 14:12:39,0.0782458575849892
2004-02-14 14:22:39,0.0784830058430639
2004-02-14 14:32:39,0.0777919788427076
